id,created_at,updated_at,deleted_at,team_id,week,year,league_id,expected_wins,weekly_expected_wins,expected_losses,weekly_expected_losses,actual_wins,actual_losses,weekly_actual_win,win_luck,strength_of_schedule,weekly_win_probability,team_score,opponent_score,opponent_team_id,point_differential
1101007850490822657,2025-08-24 21:35:30.832802+00,2025-08-24 21:35:30.832802+00,,1094730558067343361,1,2024,345674,0.895,0.895,0.105,0.105,1,0,t,0.000,0.00000,0.89510,153.48,132.62,1094730559239651329,20.86
1101007851117969409,2025-08-24 21:35:31.062009+00,2025-08-24 21:35:31.062009+00,,1094730561517977601,1,2024,345674,1.000,1.000,0.000,0.000,1,0,t,0.000,0.00000,1.00000,155.34,116.30,1094730559831605249,39.04
1101007851759894529,2025-08-24 21:35:31.256657+00,2025-08-24 21:35:31.256657+00,,1094730560901054465,1,2024,345674,0.551,0.551,0.449,0.449,1,0,t,0.000,0.00000,0.55120,131.04,113.44,1094730562427092993,17.60
1101007852394840065,2025-08-24 21:35:31.450064+00,2025-08-24 21:35:31.450064+00,,1094730558715527169,1,2024,345674,0.330,0.330,0.670,0.670,0,1,f,0.000,1.00000,0.33020,125.94,128.20,1094730560272891905,-2.26
1101007852990726145,2025-08-24 21:35:31.631433+00,2025-08-24 21:35:31.631433+00,,1094730564354113537,1,2024,345674,0.000,0.000,1.000,1.000,0,1,f,0.000,1.00000,0.00000,89.12,146.12,1094730561944420353,-57.00
1101007853731643393,2025-08-24 21:35:31.857479+00,2025-08-24 21:35:31.857479+00,,1094730560272891905,1,2024,345674,0.446,0.446,0.554,0.554,1,0,t,0.000,0.00000,0.44620,128.20,125.94,1094730558715527169,2.26
1101007854362165249,2025-08-24 21:35:32.050005+00,2025-08-24 21:35:32.050005+00,,1094730559831605249,1,2024,345674,0.228,0.228,0.773,0.773,0,1,f,0.000,1.00000,0.22750,116.30,155.34,1094730561517977601,-39.04
1101007854967586817,2025-08-24 21:35:32.235004+00,2025-08-24 21:35:32.235004+00,,1094730559239651329,1,2024,345674,0.664,0.664,0.336,0.336,0,1,f,0.000,1.00000,0.66400,132.62,153.48,1094730558067343361,-20.86
1101007855760015361,2025-08-24 21:35:32.467793+00,2025-08-24 21:35:32.467793+00,,1094730562427092993,1,2024,345674,0.113,0.113,0.887,0.887,0,1,f,0.000,1.00000,0.11270,113.44,131.04,1094730560901054465,-17.60
1101007856443097089,2025-08-24 21:35:32.685067+00,2025-08-24 21:35:32.685067+00,,1094730561944420353,1,2024,345674,0.777,0.777,0.223,0.223,1,0,t,0.000,0.00000,0.77720,146.12,89.12,1094730564354113537,57.00
1101007857813061633,2025-08-24 21:35:33.094561+00,2025-08-24 21:35:33.094561+00,,1094730558067343361,2,2024,345674,1.339,0.444,0.661,0.556,1,1,f,1.000,0.50000,0.44390,128.98,188.54,1094730561517977601,-59.56
1101007858752389121,2025-08-24 21:35:33.389993+00,2025-08-24 21:35:33.389993+00,,1094730561517977601,2,2024,345674,2.000,1.000,0.000,0.000,2,0,t,2.000,0.00000,1.00000,188.54,128.98,1094730558067343361,59.56
1101007859647545345,2025-08-24 21:35:33.663738+00,2025-08-24 21:35:33.663738+00,,1094730560901054465,2,2024,345674,0.551,0.000,1.449,1.000,1,1,f,1.000,0.50000,0.00000,107.90,111.24,1094730564354113537,-3.34
1101007860518256641,2025-08-24 21:35:33.933249+00,2025-08-24 21:35:33.933249+00,,1094730558715527169,2,2024,345674,1.220,0.890,0.780,0.110,1,1,t,1.000,0.50000,0.89040,183.52,140.88,1094730559831605249,42.64
1101007861424816129,2025-08-24 21:35:34.205628+00,2025-08-24 21:35:34.205628+00,,1094730564354113537,2,2024,345674,0.115,0.115,1.885,0.885,1,1,t,1.000,0.50000,0.11490,111.24,107.90,1094730560901054465,3.34
1101007862458974209,2025-08-24 21:35:34.521514+00,2025-08-24 21:35:34.521514+00,,1094730560272891905,2,2024,345674,1.104,0.658,0.896,0.342,2,0,t,2.000,0.00000,0.65820,129.88,122.60,1094730562427092993,7.28
1101007863361011713,2025-08-24 21:35:34.796444+00,2025-08-24 21:35:34.796444+00,,1094730559831605249,2,2024,345674,1.006,0.778,0.995,0.222,0,2,f,0.000,1.00000,0.77760,140.88,183.52,1094730558715527169,-42.64
1101007864231133185,2025-08-24 21:35:35.065736+00,2025-08-24 21:35:35.065736+00,,1094730559239651329,2,2024,345674,1.216,0.552,0.784,0.448,1,1,t,1.000,0.50000,0.55230,129.02,113.88,1094730561944420353,15.14
1101007865202900993,2025-08-24 21:35:35.361857+00,2025-08-24 21:35:35.361857+00,,1094730562427092993,2,2024,345674,0.448,0.335,1.553,0.666,0,2,f,0.000,1.00000,0.33450,122.60,129.88,1094730560272891905,-7.28
1101007866077577217,2025-08-24 21:35:35.626378+00,2025-08-24 21:35:35.626378+00,,1094730561944420353,2,2024,345674,1.000,0.223,1.000,0.777,1,1,f,1.000,0.50000,0.22310,113.88,129.02,1094730559239651329,-15.14
1101007867315322881,2025-08-24 21:35:35.994456+00,2025-08-24 21:35:35.994456+00,,1094730558067343361,3,2024,345674,2.339,1.000,0.661,0.000,2,1,t,1.342,0.33333,1.00000,169.58,109.62,1094730558715527169,59.96
1101007869539123201,2025-08-24 21:35:36.677695+00,2025-08-24 21:35:36.677695+00,,1094730561517977601,3,2024,345674,2.000,0.000,1.000,1.000,2,1,f,1.329,0.33333,0.00000,90.14,160.68,1094730559239651329,-70.54
1101007870923374593,2025-08-24 21:35:37.088414+00,2025-08-24 21:35:37.088414+00,,1094730560901054465,3,2024,345674,1.331,0.780,1.670,0.221,2,1,t,1.340,0.33333,0.77950,145.32,127.32,1094730561944420353,18.00
1101007872073531393,2025-08-24 21:35:37.46088+00,2025-08-24 21:35:37.46088+00,,1094730558715527169,3,2024,345674,1.438,0.218,1.562,0.782,1,2,f,0.661,0.66667,0.21840,109.62,169.58,1094730558067343361,-59.96
1101007873000046593,2025-08-24 21:35:37.73808+00,2025-08-24 21:35:37.73808+00,,1094730564354113537,3,2024,345674,0.562,0.447,2.438,0.553,1,2,f,0.664,0.66667,0.44730,133.96,141.46,1094730560272891905,-7.50
1101007874017492993,2025-08-24 21:35:38.04902+00,2025-08-24 21:35:38.04902+00,,1094730560272891905,3,2024,345674,1.662,0.558,1.338,0.442,3,0,t,1.993,0.00000,0.55830,141.46,133.96,1094730564354113537,7.50
1101007875037200385,2025-08-24 21:35:38.350846+00,2025-08-24 21:35:38.350846+00,,1094730559831605249,3,2024,345674,1.668,0.662,1.333,0.338,1,2,t,0.675,0.66667,0.66230,145.14,105.56,1094730562427092993,39.58
1101007875954081793,2025-08-24 21:35:38.639439+00,2025-08-24 21:35:38.639439+00,,1094730559239651329,3,2024,345674,2.109,0.893,0.891,0.107,2,1,t,1.328,0.33333,0.89330,160.68,90.14,1094730561517977601,70.54
1101007876910907393,2025-08-24 21:35:38.93123+00,2025-08-24 21:35:38.93123+00,,1094730562427092993,3,2024,345674,0.560,0.112,2.441,0.888,0,3,f,0.000,1.00000,0.11220,105.56,145.14,1094730559831605249,-39.58
1101007877851316225,2025-08-24 21:35:39.222931+00,2025-08-24 21:35:39.222931+00,,1094730561944420353,3,2024,345674,1.341,0.341,1.659,0.659,1,2,f,0.668,0.66667,0.34060,127.32,145.32,1094730560901054465,-18.00
1101007879351828481,2025-08-24 21:35:39.676763+00,2025-08-24 21:35:39.676763+00,,1094730558067343361,4,2024,345674,2.890,0.551,1.110,0.449,2,2,f,2.000,0.50000,0.55100,133.20,150.82,1094730559831605249,-17.62
1101007880239841281,2025-08-24 21:35:39.948006+00,2025-08-24 21:35:39.948006+00,,1094730561517977601,4,2024,345674,2.779,0.779,1.221,0.221,3,1,t,3.000,0.25000,0.77870,147.30,131.40,1094730560901054465,15.90
1101007881268592641,2025-08-24 21:35:40.258253+00,2025-08-24 21:35:40.258253+00,,1094730560901054465,4,2024,345674,1.775,0.444,2.226,0.556,2,2,f,2.000,0.50000,0.44390,131.40,147.30,1094730561517977601,-15.90
1101007882272309249,2025-08-24 21:35:40.567405+00,2025-08-24 21:35:40.567405+00,,1094730558715527169,4,2024,345674,1.777,0.339,2.224,0.662,1,3,f,1.000,0.75000,0.33850,127.98,142.12,1094730559239651329,-14.14
1101007883198595073,2025-08-24 21:35:40.850684+00,2025-08-24 21:35:40.850684+00,,1094730564354113537,4,2024,345674,1.562,1.000,2.438,0.000,2,2,t,2.000,0.50000,1.00000,160.26,127.66,1094730562427092993,32.60
1101007884211060737,2025-08-24 21:35:41.159505+00,2025-08-24 21:35:41.159505+00,,1094730560272891905,4,2024,345674,1.662,0.000,2.338,1.000,3,1,f,3.000,0.25000,0.00000,112.62,121.46,1094730561944420353,-8.84
1101007885151928321,2025-08-24 21:35:41.449629+00,2025-08-24 21:35:41.449629+00,,1094730559831605249,4,2024,345674,2.557,0.889,1.444,0.111,2,2,t,2.000,0.50000,0.88880,150.82,133.20,1094730558067343361,17.62
1101007886034337793,2025-08-24 21:35:41.715743+00,2025-08-24 21:35:41.715743+00,,1094730559239651329,4,2024,345674,2.775,0.666,1.225,0.334,3,1,t,3.000,0.25000,0.66620,142.12,127.98,1094730558715527169,14.14
1101007886990442497,2025-08-24 21:35:42.000515+00,2025-08-24 21:35:42.000515+00,,1094730562427092993,4,2024,345674,0.782,0.222,3.219,0.778,0,4,f,0.000,1.00000,0.22210,127.66,160.26,1094730564354113537,-32.60
1101007887902605313,2025-08-24 21:35:42.287314+00,2025-08-24 21:35:42.287314+00,,1094730561944420353,4,2024,345674,1.453,0.112,2.547,0.888,2,2,t,2.000,0.50000,0.11190,121.46,112.62,1094730560272891905,8.84
1101007889220370433,2025-08-24 21:35:42.692251+00,2025-08-24 21:35:42.692251+00,,1094730558067343361,5,2024,345674,3.890,1.000,1.110,0.000,3,2,t,2.409,0.40000,1.00000,172.32,143.88,1094730564354113537,28.44
1101007890209275905,2025-08-24 21:35:42.991754+00,2025-08-24 21:35:42.991754+00,,1094730561517977601,5,2024,345674,2.889,0.110,2.111,0.890,3,2,f,2.397,0.40000,0.10970,125.50,140.46,1094730558715527169,-14.96
1101007891391741953,2025-08-24 21:35:43.347591+00,2025-08-24 21:35:43.347591+00,,1094730560901054465,5,2024,345674,2.002,0.227,3.000,0.774,2,3,f,1.597,0.60000,0.22650,132.50,161.90,1094730560272891905,-29.40
1101007892474527745,2025-08-24 21:35:43.681179+00,2025-08-24 21:35:43.681179+00,,1094730558715527169,5,2024,345674,2.218,0.441,2.783,0.559,2,3,t,1.589,0.60000,0.44070,140.46,125.50,1094730561517977601,14.96
1101007893624946689,2025-08-24 21:35:44.030397+00,2025-08-24 21:35:44.030397+00,,1094730564354113537,5,2024,345674,2.118,0.556,2.882,0.444,2,3,f,1.603,0.60000,0.55630,143.88,172.32,1094730558067343361,-28.44
1101007895321182209,2025-08-24 21:35:44.544087+00,2025-08-24 21:35:44.544087+00,,1094730560272891905,5,2024,345674,2.443,0.781,2.557,0.219,4,1,t,3.188,0.20000,0.78130,161.90,132.50,1094730560901054465,29.40
1101007896416616449,2025-08-24 21:35:44.885172+00,2025-08-24 21:35:44.885172+00,,1094730559831605249,5,2024,345674,2.557,0.000,2.444,1.000,2,3,f,1.598,0.60000,0.00000,107.14,135.88,1094730559239651329,-28.74
1101007897581223937,2025-08-24 21:35:45.239512+00,2025-08-24 21:35:45.239512+00,,1094730559239651329,5,2024,345674,3.112,0.337,1.888,0.663,4,1,t,3.199,0.20000,0.33740,135.88,107.14,1094730559831605249,28.74
1101007898715914241,2025-08-24 21:35:45.586851+00,2025-08-24 21:35:45.586851+00,,1094730562427092993,5,2024,345674,1.670,0.888,3.331,0.112,1,4,t,0.803,0.80000,0.88800,169.12,150.64,1094730561944420353,18.48
1101007900068937729,2025-08-24 21:35:45.999536+00,2025-08-24 21:35:45.999536+00,,1094730561944420353,5,2024,345674,2.117,0.664,2.883,0.336,2,3,f,1.609,0.60000,0.66380,150.64,169.12,1094730562427092993,-18.48
1101007901824286721,2025-08-24 21:35:46.514046+00,2025-08-24 21:35:46.514046+00,,1094730558067343361,6,2024,345674,4.337,0.447,1.663,0.553,4,2,t,4.000,0.33333,0.44670,126.04,104.42,1094730560901054465,21.62
1101007902888427521,2025-08-24 21:35:46.860749+00,2025-08-24 21:35:46.860749+00,,1094730561517977601,6,2024,345674,3.769,0.880,2.231,0.120,3,3,f,3.000,0.50000,0.88040,179.14,180.02,1094730562427092993,-0.88
1101007904141901825,2025-08-24 21:35:47.237672+00,2025-08-24 21:35:47.237672+00,,1094730560901054465,6,2024,345674,2.222,0.220,3.780,0.780,2,4,f,2.000,0.66667,0.22020,104.42,126.04,1094730558067343361,-21.62
1101007905332559873,2025-08-24 21:35:47.60163+00,2025-08-24 21:35:47.60163+00,,1094730558715527169,6,2024,345674,2.997,0.779,3.004,0.221,3,3,t,3.000,0.50000,0.77930,143.04,141.52,1094730564354113537,1.52
1101007906452701185,2025-08-24 21:35:47.943097+00,2025-08-24 21:35:47.943097+00,,1094730564354113537,6,2024,345674,2.782,0.664,3.218,0.336,2,4,f,2.000,0.66667,0.66360,141.52,143.04,1094730558715527169,-1.52
1101007907756736513,2025-08-24 21:35:48.342985+00,2025-08-24 21:35:48.342985+00,,1094730560272891905,6,2024,345674,2.773,0.330,3.227,0.670,4,2,f,4.000,0.33333,0.32960,113.06,134.22,1094730559239651329,-21.16
1101007910085623809,2025-08-24 21:35:49.058663+00,2025-08-24 21:35:49.058663+00,,1094730559831605249,6,2024,345674,2.665,0.108,3.336,0.892,3,3,t,3.000,0.50000,0.10760,103.44,99.20,1094730561944420353,4.24
1101007911424294913,2025-08-24 21:35:49.457349+00,2025-08-24 21:35:49.457349+00,,1094730559239651329,6,2024,345674,3.664,0.552,2.336,0.448,5,1,t,5.000,0.16667,0.55230,134.22,113.06,1094730560272891905,21.16
1101007912541978625,2025-08-24 21:35:49.807091+00,2025-08-24 21:35:49.807091+00,,1094730562427092993,6,2024,345674,2.670,1.000,3.331,0.000,2,4,t,2.000,0.66667,1.00000,180.02,179.14,1094730561517977601,0.88
1101007913588948993,2025-08-24 21:35:50.126645+00,2025-08-24 21:35:50.126645+00,,1094730561944420353,6,2024,345674,2.117,0.000,3.883,1.000,2,4,f,2.000,0.66667,0.00000,99.20,103.44,1094730559831605249,-4.24
1101007914846650369,2025-08-24 21:35:50.508224+00,2025-08-24 21:35:50.508224+00,,1094730558067343361,7,2024,345674,5.116,0.779,1.884,0.221,5,2,t,4.282,0.28571,0.77880,143.38,127.70,1094730562427092993,15.68
1101007915841454081,2025-08-24 21:35:50.812458+00,2025-08-24 21:35:50.812458+00,,1094730561517977601,7,2024,345674,3.769,0.000,3.231,1.000,3,4,f,2.575,0.57143,0.00000,94.78,126.04,1094730561944420353,-31.26
1101007916856934401,2025-08-24 21:35:51.122365+00,2025-08-24 21:35:51.122365+00,,1094730560901054465,7,2024,345674,3.109,0.887,3.893,0.113,3,4,t,2.571,0.57143,0.88730,152.16,134.48,1094730558715527169,17.68
1101007917837451265,2025-08-24 21:35:51.421382+00,2025-08-24 21:35:51.421382+00,,1094730558715527169,7,2024,345674,3.560,0.563,3.441,0.437,3,4,f,2.588,0.57143,0.56260,134.48,152.16,1094730560901054465,-17.68
1101007918852079617,2025-08-24 21:35:51.731001+00,2025-08-24 21:35:51.731001+00,,1094730564354113537,7,2024,345674,3.782,1.000,3.218,0.000,3,4,t,2.560,0.57143,1.00000,170.72,128.62,1094730559239651329,42.10
1101007919972352001,2025-08-24 21:35:52.073351+00,2025-08-24 21:35:52.073351+00,,1094730560272891905,7,2024,345674,3.446,0.673,3.554,0.327,5,2,t,4.272,0.28571,0.67270,141.58,130.76,1094730559831605249,10.82
1101007920982917121,2025-08-24 21:35:52.381342+00,2025-08-24 21:35:52.381342+00,,1094730559831605249,7,2024,345674,3.112,0.447,3.889,0.553,3,4,f,2.568,0.57143,0.44720,130.76,141.58,1094730560272891905,-10.82
1101007922204213249,2025-08-24 21:35:52.75407+00,2025-08-24 21:35:52.75407+00,,1094730559239651329,7,2024,345674,4.001,0.337,2.999,0.663,5,2,f,4.291,0.28571,0.33700,128.62,170.72,1094730564354113537,-42.10
1101007923203506177,2025-08-24 21:35:53.059539+00,2025-08-24 21:35:53.059539+00,,1094730562427092993,7,2024,345674,2.902,0.232,4.099,0.768,2,5,f,1.712,0.71429,0.23230,127.70,143.38,1094730558067343361,-15.68
1101007924199260161,2025-08-24 21:35:53.367009+00,2025-08-24 21:35:53.367009+00,,1094730561944420353,7,2024,345674,2.233,0.116,4.767,0.884,3,4,t,2.571,0.57143,0.11600,126.04,94.78,1094730561517977601,31.26
1101007925400240129,2025-08-24 21:35:53.729153+00,2025-08-24 21:35:53.729153+00,,1094730558067343361,8,2024,345674,6.005,0.889,1.995,0.111,6,2,t,6.000,0.25000,0.88920,167.42,112.60,1094730561944420353,54.82
1101007926315483137,2025-08-24 21:35:54.007861+00,2025-08-24 21:35:54.007861+00,,1094730561517977601,8,2024,345674,4.769,1.000,3.231,0.000,4,4,t,4.000,0.50000,1.00000,189.62,157.46,1094730560272891905,32.16
1101007927238754305,2025-08-24 21:35:54.290424+00,2025-08-24 21:35:54.290424+00,,1094730560901054465,8,2024,345674,3.109,0.000,4.893,1.000,3,5,f,3.000,0.62500,0.00000,111.74,135.32,1094730559239651329,-23.58
1101007928207704065,2025-08-24 21:35:54.585739+00,2025-08-24 21:35:54.585739+00,,1094730558715527169,8,2024,345674,3.774,0.214,4.227,0.786,3,5,f,3.000,0.62500,0.21390,128.22,159.90,1094730562427092993,-31.68
1101007929113837569,2025-08-24 21:35:54.864094+00,2025-08-24 21:35:54.864094+00,,1094730564354113537,8,2024,345674,4.223,0.441,3.777,0.559,3,5,f,3.000,0.62500,0.44080,138.86,149.36,1094730559831605249,-10.50
1101007930150813697,2025-08-24 21:35:55.178805+00,2025-08-24 21:35:55.178805+00,,1094730560272891905,8,2024,345674,4.116,0.670,3.884,0.330,5,3,f,5.000,0.37500,0.67020,157.46,189.62,1094730561517977601,-32.16
1101007931139883009,2025-08-24 21:35:55.476629+00,2025-08-24 21:35:55.476629+00,,1094730559831605249,8,2024,345674,3.669,0.557,4.332,0.443,4,4,t,4.000,0.50000,0.55720,149.36,138.86,1094730564354113537,10.50
1101007932217622529,2025-08-24 21:35:55.805747+00,2025-08-24 21:35:55.805747+00,,1094730559239651329,8,2024,345674,4.332,0.331,3.668,0.669,6,2,t,6.000,0.25000,0.33120,135.32,111.74,1094730560901054465,23.58
1101007933116973057,2025-08-24 21:35:56.084397+00,2025-08-24 21:35:56.084397+00,,1094730562427092993,8,2024,345674,3.678,0.776,4.323,0.224,3,5,t,3.000,0.62500,0.77570,159.90,128.22,1094730558715527169,31.68
1101007934044307457,2025-08-24 21:35:56.367794+00,2025-08-24 21:35:56.367794+00,,1094730561944420353,8,2024,345674,2.344,0.111,5.656,0.889,3,5,f,3.000,0.62500,0.11110,112.60,167.42,1094730558067343361,-54.82
1101007935384911873,2025-08-24 21:35:56.776708+00,2025-08-24 21:35:56.776708+00,,1094730558067343361,9,2024,345674,6.668,0.663,2.332,0.337,7,2,t,6.221,0.22222,0.66310,141.58,126.90,1094730560272891905,14.68
1101007936267288577,2025-08-24 21:35:57.045599+00,2025-08-24 21:35:57.045599+00,,1094730561517977601,9,2024,345674,4.992,0.223,4.008,0.777,4,5,f,4.000,0.55556,0.22340,122.58,136.38,1094730558715527169,-13.80
1101007937122926593,2025-08-24 21:35:57.30738+00,2025-08-24 21:35:57.30738+00,,1094730560901054465,9,2024,345674,4.001,0.892,5.001,0.108,4,5,t,4.000,0.55556,0.89220,148.74,114.10,1094730562427092993,34.64
1101007938037547009,2025-08-24 21:35:57.589448+00,2025-08-24 21:35:57.589448+00,,1094730558715527169,9,2024,345674,4.215,0.441,4.786,0.559,4,5,t,4.000,0.55556,0.44140,136.38,122.58,1094730561517977601,13.80
1101007938947350529,2025-08-24 21:35:57.863981+00,2025-08-24 21:35:57.863981+00,,1094730564354113537,9,2024,345674,4.775,0.552,4.225,0.448,3,6,f,3.000,0.66667,0.55230,138.40,168.14,1094730561944420353,-29.74
1101007940091346945,2025-08-24 21:35:58.212997+00,2025-08-24 21:35:58.212997+00,,1094730560272891905,9,2024,345674,4.444,0.328,4.556,0.672,5,4,f,4.456,0.44444,0.32780,126.90,141.58,1094730558067343361,-14.68
1101007941018517505,2025-08-24 21:35:58.495869+00,2025-08-24 21:35:58.495869+00,,1094730559831605249,9,2024,345674,3.669,0.000,5.332,1.000,4,5,f,4.000,0.55556,0.00000,105.62,143.22,1094730559239651329,-37.60
1101007941959417857,2025-08-24 21:35:58.782731+00,2025-08-24 21:35:58.782731+00,,1094730559239651329,9,2024,345674,5.103,0.771,3.897,0.229,7,2,t,7.000,0.22222,0.77080,143.22,105.62,1094730559831605249,37.60
1101007942886490113,2025-08-24 21:35:59.066362+00,2025-08-24 21:35:59.066362+00,,1094730562427092993,9,2024,345674,3.789,0.111,5.212,0.889,3,6,f,3.000,0.66667,0.11100,114.10,148.74,1094730560901054465,-34.64
1101007943830831105,2025-08-24 21:35:59.348442+00,2025-08-24 21:35:59.348442+00,,1094730561944420353,9,2024,345674,3.344,1.000,5.656,0.000,4,5,t,4.000,0.55556,1.00000,168.14,138.40,1094730564354113537,29.74
1101007945620193281,2025-08-24 21:35:59.900129+00,2025-08-24 21:35:59.900129+00,,1094730558067343361,10,2024,345674,7.448,0.780,2.552,0.220,7,3,f,6.223,0.30000,0.77970,136.40,145.22,1094730559239651329,-8.82
1101007946605494273,2025-08-24 21:36:00.201302+00,2025-08-24 21:36:00.201302+00,,1094730561517977601,10,2024,345674,5.218,0.226,4.783,0.775,5,5,t,5.000,0.50000,0.22550,109.12,88.10,1094730559831605249,21.02
1101007947622744065,2025-08-24 21:36:00.50761+00,2025-08-24 21:36:00.50761+00,,1094730560901054465,10,2024,345674,4.559,0.558,5.443,0.442,4,6,f,4.000,0.60000,0.55760,121.88,196.02,1094730564354113537,-74.14
1101007948845907969,2025-08-24 21:36:00.886495+00,2025-08-24 21:36:00.886495+00,,1094730558715527169,10,2024,345674,4.663,0.448,5.338,0.552,5,5,t,4.451,0.50000,0.44820,115.14,92.34,1094730561944420353,22.80
1101007949934493697,2025-08-24 21:36:01.217261+00,2025-08-24 21:36:01.217261+00,,1094730564354113537,10,2024,345674,5.775,1.000,4.225,0.000,4,6,t,4.000,0.60000,1.00000,196.02,121.88,1094730560901054465,74.14
1101007951094087681,2025-08-24 21:36:01.572432+00,2025-08-24 21:36:01.572432+00,,1094730560272891905,10,2024,345674,4.786,0.342,5.214,0.658,5,5,f,4.444,0.50000,0.34200,110.68,130.66,1094730562427092993,-19.98
1101007952005398529,2025-08-24 21:36:01.849472+00,2025-08-24 21:36:01.849472+00,,1094730559831605249,10,2024,345674,3.669,0.000,6.332,1.000,4,6,f,4.000,0.60000,0.00000,88.10,109.12,1094730561517977601,-21.02
1101007952976281601,2025-08-24 21:36:02.144909+00,2025-08-24 21:36:02.144909+00,,1094730559239651329,10,2024,345674,5.993,0.890,4.007,0.110,8,2,t,8.000,0.20000,0.88960,145.22,136.40,1094730558067343361,8.82
1101007953895915521,2025-08-24 21:36:02.425435+00,2025-08-24 21:36:02.425435+00,,1094730562427092993,10,2024,345674,4.464,0.675,5.537,0.325,4,6,t,4.000,0.60000,0.67460,130.66,110.68,1094730560272891905,19.98
1101007954971820033,2025-08-24 21:36:02.753794+00,2025-08-24 21:36:02.753794+00,,1094730561944420353,10,2024,345674,3.454,0.110,6.546,0.890,4,6,f,3.557,0.60000,0.10990,92.34,115.14,1094730558715527169,-22.80
1101007956371865601,2025-08-24 21:36:03.180884+00,2025-08-24 21:36:03.180884+00,,1094730558067343361,11,2024,345674,8.448,1.000,2.552,0.000,8,3,t,7.105,0.27273,1.00000,181.80,156.14,1094730561517977601,25.66
1101007957338062849,2025-08-24 21:36:03.470969+00,2025-08-24 21:36:03.470969+00,,1094730561517977601,11,2024,345674,5.879,0.661,5.122,0.339,5,6,f,5.000,0.54545,0.66130,156.14,181.80,1094730558067343361,-25.66
1101007958375235585,2025-08-24 21:36:03.793025+00,2025-08-24 21:36:03.793025+00,,1094730560901054465,11,2024,345674,5.005,0.446,5.997,0.554,5,6,t,5.000,0.54545,0.44620,144.28,111.74,1094730561944420353,32.54
1101007959478337537,2025-08-24 21:36:04.128962+00,2025-08-24 21:36:04.128962+00,,1094730558715527169,11,2024,345674,5.449,0.786,5.552,0.214,5,6,f,4.440,0.54545,0.78560,163.34,166.86,1094730559831605249,-3.52
1101007960352915457,2025-08-24 21:36:04.398923+00,2025-08-24 21:36:04.398923+00,,1094730564354113537,11,2024,345674,6.103,0.328,4.897,0.672,5,6,t,5.000,0.54545,0.32760,136.84,119.12,1094730560272891905,17.72
1101007961577291777,2025-08-24 21:36:04.769552+00,2025-08-24 21:36:04.769552+00,,1094730560272891905,11,2024,345674,5.003,0.217,5.997,0.783,5,6,f,4.441,0.54545,0.21700,119.12,136.84,1094730564354113537,-17.72
1101007962461044737,2025-08-24 21:36:05.040149+00,2025-08-24 21:36:05.040149+00,,1094730559831605249,11,2024,345674,4.563,0.894,6.438,0.107,5,6,t,5.000,0.54545,0.89350,166.86,163.34,1094730558715527169,3.52
1101007963566735361,2025-08-24 21:36:05.376839+00,2025-08-24 21:36:05.376839+00,,1094730559239651329,11,2024,345674,6.545,0.552,4.455,0.448,9,2,t,8.005,0.18182,0.55220,152.88,117.38,1094730562427092993,35.50
1101007964672163841,2025-08-24 21:36:05.704508+00,2025-08-24 21:36:05.704508+00,,1094730562427092993,11,2024,345674,4.573,0.109,6.428,0.891,4,7,f,3.553,0.63636,0.10910,117.38,152.88,1094730559239651329,-35.50
1101007965775626241,2025-08-24 21:36:06.050308+00,2025-08-24 21:36:06.050308+00,,1094730561944420353,11,2024,345674,3.454,0.000,7.546,1.000,4,7,f,3.547,0.63636,0.00000,111.74,144.28,1094730560901054465,-32.54
1101007967158337537,2025-08-24 21:36:06.473863+00,2025-08-24 21:36:06.473863+00,,1094730558067343361,12,2024,345674,9.338,0.890,2.662,0.110,9,3,t,7.992,0.25000,0.88980,149.28,79.16,1094730558715527169,70.12
1101007968085213185,2025-08-24 21:36:06.756245+00,2025-08-24 21:36:06.756245+00,,1094730561517977601,12,2024,345674,6.435,0.556,5.566,0.444,6,6,t,6.000,0.50000,0.55600,135.24,131.64,1094730559239651329,3.60
1101007969204928513,2025-08-24 21:36:07.10101+00,2025-08-24 21:36:07.10101+00,,1094730560901054465,12,2024,345674,5.341,0.336,6.661,0.664,6,6,t,5.330,0.50000,0.33590,120.08,112.48,1094730559831605249,7.60
1101007970266251265,2025-08-24 21:36:07.421345+00,2025-08-24 21:36:07.421345+00,,1094730558715527169,12,2024,345674,5.449,0.000,6.552,1.000,5,7,f,4.446,0.58333,0.00000,79.16,149.28,1094730558067343361,-70.12
1101007971222585345,2025-08-24 21:36:07.708373+00,2025-08-24 21:36:07.708373+00,,1094730564354113537,12,2024,345674,6.890,0.787,5.110,0.213,6,6,t,6.000,0.50000,0.78680,148.78,116.52,1094730562427092993,32.26
1101007972413767681,2025-08-24 21:36:08.076896+00,2025-08-24 21:36:08.076896+00,,1094730560272891905,12,2024,345674,5.670,0.667,6.330,0.333,5,7,f,4.439,0.58333,0.66730,139.24,178.60,1094730561944420353,-39.36
1101007973549244417,2025-08-24 21:36:08.423024+00,2025-08-24 21:36:08.423024+00,,1094730559831605249,12,2024,345674,4.677,0.114,7.324,0.886,5,7,f,4.452,0.58333,0.11390,112.48,120.08,1094730560901054465,-7.60
1101007974788726785,2025-08-24 21:36:08.796296+00,2025-08-24 21:36:08.796296+00,,1094730559239651329,12,2024,345674,6.983,0.438,5.017,0.562,9,3,f,7.994,0.25000,0.43780,131.64,135.24,1094730561517977601,-3.60
